,id_grid,MesListing,TIPOPROPIEDAD,STotalM2,SConstrM2,Dormitorios,Banos,Ambientes,SitioOrigen,Amoblado,Antiguedad,Cisterna,AccesoInternet,BusinessCenter,Gimnasio,Laundry,Calefaccion,SalonDeUsosMul,AireAC,Recepcion,Estacionamiento,Jacuzzi,AreaJuegosInfantiles,Chimenea,Ascensor,SalonFiestas,Seguridad,Pileta,Cocheras,PistaJogging,EstacionamientoVisitas,Lobby,LocalesComerciales,SistContraIncendios,AreaParrillas,CanchaTennis,AreaCine,ITE_ADD_CITY_NAME,ITE_ADD_STATE_NAME,ITE_ADD_NEIGHBORHOOD_NAME,ITE_TIPO_PROD,LONGITUDE,LATITUDE,precio_pesos_constantes,year,COMUNA
324,57443,2022-12-01,Departamento,45.0,45.0,1,1,2,,0.0,40.0,,0.0,,0.0,1.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Caballito,U,-58.446408816599,-34.611598239779,9529.74423636517,2022,COMUNA 6
427,58427,2021-07-01,Departamento,48.0,45.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,S,-58.4528569185732,-34.6061114174186,8927.78644383837,2021,COMUNA 6
464,57122,2021-09-01,Departamento,35.0,33.0,1,1,1,0,No,4 años,No,Sí,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Caballito,U,-58.4289933412318,-34.6136069095929,6732.39463151043,2021,COMUNA 6
483,58100,2021-01-01,Departamento,50.0,45.0,1,1,2,0,No,18 años,No,No,No,No,No,No,Sí,No,No,No,No,Sí,No,Sí,No,No,Sí,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Caballito,U,-58.4485269577866,-34.6079663087293,8863.85802635012,2021,COMUNA 6
498,56788,2022-10-01,Departamento,110.0,65.0,2,1,3,,0.0,10.0,,0.0,,0.0,1.0,0.0,1.0,1.0,,,0.0,,,,,0.0,1.0,1,,,,,,0.0,,,Capital Federal,Capital Federal,Caballito,U,-58.4399287235284,-34.6152817065936,21013.0669820067,2022,COMUNA 6
512,54152,2022-01-01,Departamento,47.0,43.0,1,1,2,0.0,No,10 años,0,Sí,0,No,No,No,Sí,Sí,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,U,-58.448902985813,-34.6296025876218,11348.2312543372,2022,COMUNA 6
531,58428,2021-03-01,Departamento,40.0,40.0,1,1,2,0,No,30 años,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,No,Capital Federal,Capital Federal,Caballito,U,-58.4506762807837,-34.6061373691155,6414.55307116245,2021,COMUNA 6
535,57779,2021-01-01,Departamento,40.0,40.0,1,1,2,0,No,40 años,0,No,0,No,Sí,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,U,-58.4311122999809,-34.6099752621028,7914.15895209832,2021,COMUNA 6
571,56129,2021-01-01,Departamento,130.0,122.0,4,3,5,0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Caballito,U,-58.4421719937736,-34.6188619990341,14878.6188299448,2021,COMUNA 6
581,57440,2021-03-01,Departamento,34.0,34.0,1,1,1,0,No,40 años,0,No,0,No,Sí,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,U,-58.4529511623208,-34.6115204859471,5248.27069458746,2021,COMUNA 6
600,55139,2021-12-01,Departamento,46.0,44.0,1,1,2,0.0,No,40 años,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Caballito,U,-58.4488089412231,-34.6241935254421,3003381.90366011,2021,COMUNA 6
604,54155,2021-08-01,Departamento,49.0,43.0,1,1,2,0,0,0 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,N,-58.4423592092465,-34.6296801595579,12442.9079348891,2021,COMUNA 6
629,55475,2021-06-01,Departamento,55.0,47.0,1,1,2,0,No,14 años,0,No,0,No,Sí,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,U,-58.4335100680586,-34.6225709106274,10509.2800418714,2021,COMUNA 6
667,58104,2022-02-01,Departamento,60.0,60.0,2,2,3,0.0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Caballito,S,-58.439804179276,-34.6080695770428,14050.3057709837,2022,COMUNA 6
676,55141,2022-02-01,Departamento,32.0,0.0,1,1,2,0.0,No,50 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,U,-58.4444467092096,-34.6242452686695,7025.15288549183,2022,COMUNA 6
718,56130,2021-08-01,Departamento,17.0,17.0,0,1,1,0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Caballito,S,-58.4399910122526,-34.6188877680185,5474.8794913512,2021,COMUNA 6
730,55806,2022-12-01,Departamento,39.0,34.0,0,1,1,,0.0,10.0,,0.0,,0.0,0.0,0.0,0.0,1.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Caballito,U,-58.4291169760501,-34.6208190667708,7848.0246652419,2022,COMUNA 6
766,56135,2022-02-01,Departamento,55.0,47.0,2,1,3,0.0,0,45 años,0,0,0,0,0,0,0,Sí,0,0,0,0,0,Sí,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,U,-58.4290860632267,-34.6190160283134,11039.5259629157,2022,COMUNA 6
775,56776,2022-05-01,Departamento,50.0,48.0,1,1,2,,0,45,,0,,0,1,0,0,0,,,0,,,,,0,0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Caballito,U,-58.4660991868565,-34.6149699482095,10131.3188932091,2022,COMUNA 6
782,56129,2021-02-01,Departamento,40.0,32.0,1,1,2,0,No,25 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,U,-58.4421719937736,-34.6188619990341,7639.14956765313,2021,COMUNA 6
817,55143,2021-07-01,Departamento,55.0,51.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,S,-58.4400844660918,-34.6242968559673,15304.7767608658,2021,COMUNA 6
896,57787,2021-07-01,Departamento,30.0,0.0,0,1,1,0,No,8 años,0,Sí,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,U,-58.4136661458762,-34.6101786955609,10203.1845072438,2021,COMUNA 6
972,56130,2021-07-01,Departamento,37.0,37.0,1,1,2,0,No,48 años,0,No,0,No,Sí,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,U,-58.4399910122526,-34.6188877680185,7652.38838043289,2021,COMUNA 6
979,56132,2021-12-01,Departamento,98.0,95.0,3,2,4,0.0,0,80 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,U,-58.4356290409139,-34.6189391890623,13100.9025241444,2021,COMUNA 6
1000,57118,2022-12-01,Departamento,55.0,55.0,1,2,2,,,10.0,,,,,1.0,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Caballito,U,-58.4377167404151,-34.6135043998882,12332.6101882373,2022,COMUNA 6
1015,58431,2022-06-01,Departamento,70.0,65.0,2,1,3,,0,45,,0,,0,0,0,0,0,,,0,,,,,0,0,1,,,,,,0.0,,,Capital Federal,Capital Federal,Caballito,U,-58.444134350715,-34.6062149904705,12507.8011015158,2022,COMUNA 6
1032,54152,2022-12-01,Departamento,49.0,45.0,1,1,2,,,9.0,,,,,,,,,,,,,,,,,1.0,1,,,,,,1.0,,,Capital Federal,Capital Federal,Caballito,U,-58.448902985813,-34.6296025876218,14574.902949735,2022,COMUNA 6
1114,55803,2021-09-01,Departamento,56.0,50.0,2,1,3,0,0,45 años,0,Sí,0,0,Sí,0,0,0,0,0,0,0,0,Sí,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,U,-58.4356600951514,-34.6207422223779,10819.9199434989,2021,COMUNA 6
1118,58100,2022-06-01,Departamento,48.0,42.0,1,1,2,,0,22,,1,,0,0,1,1,0,,,0,,,,,0,1,0,,,,,,0.0,,,Capital Federal,Capital Federal,Caballito,U,-58.4485269577866,-34.6079663087293,10743.8804333533,2022,COMUNA 6
1152,55137,2021-04-01,Departamento,38.0,38.0,1,1,2,0,No,40 años,0,No,0,No,Sí,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,U,-58.4531711620989,-34.6241416262865,5881.82754899012,2021,COMUNA 6
1196,56124,2021-08-01,Departamento,33.0,30.0,0,1,1,0,No,0 años,0,Sí,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,N,-58.4530768597277,-34.6187325694944,5972.59580874677,2021,COMUNA 6
1220,57116,2021-10-01,Departamento,30.0,30.0,0,1,1,0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Caballito,S,-58.4420784234511,-34.6134529112317,6272.4173582878,2021,COMUNA 6
1231,57112,2021-04-01,Departamento,64.0,52.0,1,1,2,0,No,0 años,0,No,0,No,No,No,No,Sí,0,0,No,0,0,0,0,No,No,1,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,N,-58.4508017562444,-34.613349466317,14004.3513071193,2021,COMUNA 6
1240,54154,2022-03-01,Departamento,67.0,59.0,2,1,3,0.0,No,20 años,0,Sí,0,No,Sí,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Caballito,U,-58.4445404708802,-34.629654341236,14108.6214078807,2022,COMUNA 6
1245,54815,2021-08-01,Departamento,36.0,34.0,0,1,1,0,0,7 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,U,-58.4379344500442,-34.6261256210633,8162.54760528725,2021,COMUNA 6
1271,56788,2021-01-01,Departamento,55.0,0.0,2,1,3,0,No,50 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,U,-58.4399287235284,-34.6152817065936,10446.6898167698,2021,COMUNA 6
1280,56450,2021-07-01,Departamento,37.0,34.0,0,1,1,0,No,2 años,0,Sí,0,No,No,No,No,No,0,0,No,0,0,0,0,No,Sí,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,U,-58.4595881758959,-34.6168514292611,7142.22915507069,2021,COMUNA 6
1283,56788,2021-11-01,Departamento,33.0,30.0,0,1,1,0.0,No,8 años,0,Sí,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,U,-58.4399287235284,-34.6152817065936,7705.95086561708,2021,COMUNA 6
1317,55138,2021-06-01,Departamento,45.0,45.0,1,1,2,0,No,35 años,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Caballito,U,-58.4509900530553,-34.6241675953553,7881.96003140356,2021,COMUNA 6
1328,54489,2021-03-01,Departamento,45.0,45.0,1,1,2,0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Caballito,S,-58.4314218858563,-34.6280056323533,11079.6825774624,2021,COMUNA 6
1380,55802,2021-12-01,Departamento,47.0,44.0,1,1,2,0.0,No,20 años,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Caballito,U,-58.4378411293398,-34.6207165296244,9170.6317669011,2021,COMUNA 6
1393,54150,2021-02-01,Departamento,35.0,35.0,1,1,2,0,No,40 años,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Caballito,U,-58.4532654896052,-34.6295506780479,7639.14956765313,2021,COMUNA 6
1398,58764,2021-01-01,Departamento,229.0,95.0,3,2,3,0,0,45 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,U,-58.435380706303,-34.6045149024393,22159.6450658753,2021,COMUNA 6
1484,56460,2021-08-01,Departamento,72.0,72.0,3,2,4,0,0,30 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,U,-58.4377789293523,-34.6171104658731,12442.9079348891,2021,COMUNA 6
1508,55804,2021-11-01,Departamento,40.0,40.0,1,1,2,0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Caballito,U,-58.4334790582042,-34.6207678761536,7932.5964793117,2021,COMUNA 6
1520,56463,2021-02-01,Departamento,150.0,138.0,3,2,4,0,Sí,80 años,0,Sí,0,No,Sí,No,No,Sí,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,U,-58.4312361013292,-34.617187416901,57447.8598248597,2021,COMUNA 6
1543,56125,2021-02-01,Departamento,47.0,44.0,1,1,2,0,0,0 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,N,-58.4508958921043,-34.6187585333509,10389.2434120083,2021,COMUNA 6
1548,56794,2021-11-01,Departamento,40.0,37.0,1,1,2,0,No,35 años,0,Sí,0,No,Sí,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,U,-58.4268433420222,-34.6154354814398,7932.5964793117,2021,COMUNA 6
1555,53822,2022-05-01,Departamento,79.0,52.0,2,1,3,,0,20,,0,,0,0,0,0,0,,,0,,,,,0,0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Caballito,U,-58.4511156400317,-34.6313796702034,11144.45078253,2022,COMUNA 6
1601,57449,2021-07-01,Departamento,250.0,0.0,6,3,6,0,No,50 años,0,No,0,No,Sí,Sí,No,Sí,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,U,-58.4333240502473,-34.6117526954107,53100.9211094386,2021,COMUNA 6
1616,58764,2021-02-01,Departamento,229.0,95.0,3,2,3,0,0,45 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,U,-58.435380706303,-34.6045149024393,21389.6187894288,2021,COMUNA 6
1617,55800,2021-08-01,Departamento,66.0,0.0,3,1,4,0,No,40 años,0,No,0,No,Sí,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,U,-58.4422031894232,-34.6206650271845,13687.198728378,2021,COMUNA 6
1628,56778,2022-03-01,Departamento,46.0,46.0,1,1,2,0.0,No,35 años,0,No,0,No,Sí,No,No,Sí,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,U,-58.4617374709402,-34.6150222976252,7524.59808420301,2022,COMUNA 6
1647,57119,2021-09-01,Departamento,27.0,27.0,0,1,1,0,No,20 años,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Caballito,U,-58.4355358947519,-34.6135300857657,6612.17329880488,2021,COMUNA 6
1707,55138,2021-11-01,Departamento,76.0,76.0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,S,-58.4509900530553,-34.6241675953553,13372.0912079826,2021,COMUNA 6
1719,57772,2021-04-01,Departamento,43.0,34.0,1,1,2,0,No,9 años,No,No,No,Sí,No,No,Sí,No,No,No,No,No,No,Sí,Sí,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Caballito,U,-58.4463775405713,-34.6097952122918,7562.34970584444,2021,COMUNA 6
1747,57776,2021-01-01,Departamento,40.0,37.0,1,1,2,0,No,30 años,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Caballito,U,-58.4376545625261,-34.60989833167,7914.15895209832,2021,COMUNA 6
1774,57774,2021-11-01,Departamento,44.0,41.0,1,1,2,0,No,0 años,0,Sí,0,No,Sí,No,No,Sí,0,0,No,0,0,0,0,No,No,1,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,N,-58.4420160570886,-34.6098468499043,12465.5087532041,2021,COMUNA 6
1780,54808,2021-09-01,Departamento,68.0,62.0,2,1,3,0,No,45 años,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Caballito,U,-58.4532026018079,-34.6259446440992,10098.5919472656,2021,COMUNA 6
1782,58766,2021-01-01,Departamento,30.0,27.0,0,1,1,0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Caballito,U,-58.4310194778354,-34.604566140144,5856.47762455276,2021,COMUNA 6
1801,56131,2021-04-01,Departamento,0.0,80.0,2,2,3,0,No,50 años,0,No,0,No,Sí,Sí,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,U,-58.4378100279646,-34.6189134980279,12603.9161764074,2021,COMUNA 6
1811,54490,2022-06-01,Departamento,37.0,37.0,1,1,2,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Caballito,U,-58.429240654809,-34.6280312150187,7536.75194578518,2022,COMUNA 6
1825,54489,2022-07-01,Departamento,37.0,37.0,0,0,1,,0,,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,,,,0.0,0,,Capital Federal,Capital Federal,Caballito,U,-58.4314218858563,-34.6280056323533,7465.38288518451,2022,COMUNA 6
1854,54151,2022-10-01,Departamento,49.0,42.0,1,1,2,,,50.0,,,,,,1.0,,1.0,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Caballito,U,-58.4510842391038,-34.6295766523297,7169.16402915522,2022,COMUNA 6
1935,55809,2021-04-01,Departamento,31.0,29.0,0,1,1,0,No,0 años,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Caballito,N,-58.4225738322322,-34.6208955603587,5041.56647056296,2021,COMUNA 6
1956,57444,2021-05-01,Departamento,36.0,36.0,1,1,2,0,No,1980 años,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Caballito,U,-58.4442280291291,-34.6116240797952,7591.90390181707,2021,COMUNA 6
1960,55473,2022-03-01,Departamento,50.0,47.0,0,1,1,0.0,No,6 años,0,No,0,No,No,No,Sí,Sí,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,U,-58.4378722334779,-34.6225195606625,8088.94294051824,2022,COMUNA 6
1985,55802,2022-08-01,Departamento,49.0,48.0,1,1,2,,0.0,30.0,,0.0,,0.0,1.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Caballito,U,-58.4378411293398,-34.6207165296244,11163.1893616466,2022,COMUNA 6
2004,55799,2022-08-01,Departamento,88.0,88.0,2,1,3,,,40.0,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Caballito,U,-58.4443842153099,-34.6206392174985,12558.5880318525,2022,COMUNA 6
2028,54481,2022-05-01,Departamento,39.0,36.0,1,1,2,,0,30,,0,,0,0,0,0,0,,,0,,,,,0,0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Caballito,U,-58.4488716348315,-34.6277995674541,9287.042318775,2022,COMUNA 6
2029,55473,2021-08-01,Departamento,43.0,37.0,0,1,1,0,No,2 años,0,No,0,No,Sí,No,Sí,No,0,0,No,0,0,0,0,No,Sí,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,U,-58.4378722334779,-34.6225195606625,8710.03555442237,2021,COMUNA 6
2070,55468,2021-10-01,Departamento,37.0,34.0,1,1,2,0,No,12 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,U,-58.4487775985956,-34.622390503598,8827.84665240505,2021,COMUNA 6
2108,56789,2022-08-01,Departamento,38.0,36.0,1,1,2,,0.0,18.0,,0.0,,0.0,0.0,1.0,0.0,0.0,,,0.0,,,,,0.0,0.0,1,,,,,,0.0,,,Capital Federal,Capital Federal,Caballito,U,-58.4377478335025,-34.6153074331598,5581.59468082332,2022,COMUNA 6
2138,55806,2022-11-01,Departamento,70.0,70.0,2,1,3,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Caballito,U,-58.4291169760501,-34.6208190667708,8837.43634573853,2022,COMUNA 6
2152,54814,2022-01-01,Departamento,136.0,124.0,3,3,4,0.0,No,19 años,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,No,No,1,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Caballito,U,-58.4401156229066,-34.6260998841665,47704.6017543434,2022,COMUNA 6
