,Unnamed: 0,id_grid,MesListing,TIPOPROPIEDAD,STotalM2,SConstrM2,Dormitorios,Banos,Ambientes,SitioOrigen,Amoblado,Antiguedad,Cisterna,AccesoInternet,BusinessCenter,Gimnasio,Laundry,Calefaccion,SalonDeUsosMul,AireAC,Recepcion,Estacionamiento,Jacuzzi,AreaJuegosInfantiles,Chimenea,Ascensor,SalonFiestas,Seguridad,Pileta,Cocheras,PistaJogging,EstacionamientoVisitas,Lobby,LocalesComerciales,SistContraIncendios,AreaParrillas,CanchaTennis,AreaCine,ITE_ADD_CITY_NAME,ITE_ADD_STATE_NAME,ITE_ADD_NEIGHBORHOOD_NAME,ITE_TIPO_PROD,LONGITUDE,LATITUDE,year,COMUNA,precio_pesos_constantes
3445,244000,59118,2022-06-01,Departamento,69.0,63.0,2,2,3,,0,2022,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,,,,0.0,0,,Capital Federal,Capital Federal,Floresta,U,-58.3808347168876,-34.6033410934959,2022,COMUNA 10,15233.8603159488
2567,180538,53806,2022-09-01,Departamento,41.0,41.0,1,1,2,,1.0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Floresta,U,-58.4860160650327,-34.6309593749199,2022,COMUNA 10,7883.60830638851
2827,198833,56102,2021-04-01,Departamento,34.0,34.0,1,1,1,0.0,No,2 años,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Monte Castro,U,-58.5010574336366,-34.6181515045399,2021,COMUNA 10,7842.43673198683
2565,180475,53795,2022-06-01,Departamento,30.0,30.0,1,1,1,,,25,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Villa Luro,U,-58.5100096840555,-34.6306646319015,2022,COMUNA 10,5933.1877020011
3839,270597,53806,2022-09-01,Departamento,28.0,28.0,0,1,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Floresta,S,-58.4860160650327,-34.6309593749199,2022,COMUNA 10,4204.59109674054
70,5286,53478,2022-02-01,Departamento,42.0,40.0,1,1,2,0.0,0,7 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Floresta,U,-58.483866920886,-34.6327889267775,2022,COMUNA 10,8028.7461548478
3242,228566,54132,2021-07-01,Departamento,46.0,38.0,1,1,2,0.0,No,0,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Floresta,U,-58.4925275168802,-34.6290764739181,2021,COMUNA 10,8672.70683115727
2968,209918,52480,2021-05-01,Departamento,30.0,0.0,0,1,1,0.0,No,15 años,0,No,0,No,Sí,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Villa Luro,U,-58.507958997514,-34.6379035034271,2021,COMUNA 10,6507.34620155748
62,4792,52155,2022-06-01,Departamento,36.0,33.0,0,1,1,,,3,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Villa Luro,U,-58.4992657720907,-34.6398140776198,2022,COMUNA 10,7697.10837016359
1242,82705,54130,2021-07-01,Departamento,50.0,50.0,2,1,3,0.0,No,20 años,No,Sí,No,No,No,No,No,Sí,Sí,No,No,No,No,Sí,No,Sí,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Floresta,U,-58.496889907424,-34.6290230048207,2021,COMUNA 10,9693.02528188166
2058,142484,55766,2022-02-01,Departamento,43.0,38.0,1,1,2,0.0,No,0 años,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Villa Real,N,-58.5163564874295,-34.6197656326404,2022,COMUNA 10,10236.6513474309
3102,219486,52818,2022-07-01,Departamento,40.0,37.0,1,1,1,,,9,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Villa Luro,U,-58.4882939425522,-34.6363417356124,2022,COMUNA 10,6330.64468663646
890,57983,52818,2021-12-01,Departamento,172.0,166.0,5,3,6,0.0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Floresta,U,-58.4882939425522,-34.6363417356124,2021,COMUNA 10,17467.8700321926
45,3510,56102,2021-08-01,Departamento,50.0,50.0,1,1,1,0.0,No,40 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Monte Castro,U,-58.5010574336366,-34.6181515045399,2021,COMUNA 10,8212.31923702681
1331,89380,57076,2021-09-01,Departamento,40.0,40.0,1,1,2,0.0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Villa Real,S,-58.5293097124984,-34.6123904076378,2021,COMUNA 10,8415.49328938803
3018,213450,52485,2022-11-01,Departamento,50.0,47.0,2,1,3,,0.0,35.0,,0.0,,0.0,1.0,0.0,0.0,1.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Villa Luro,U,-58.4970518924876,-34.6380379033753,2022,COMUNA 10,7069.94907659082
3251,229005,55771,2022-02-01,Departamento,50.0,45.0,1,1,2,0.0,No,15 años,0,0,0,0,Sí,0,0,Sí,0,0,0,0,0,Sí,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Monte Castro,U,-58.5054517979611,-34.6199007221504,2022,COMUNA 10,10035.9326935598
3879,272591,54465,2021-10-01,Departamento,33.0,30.0,1,1,2,0.0,No,32 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Floresta,U,-58.4837705959346,-34.6273799521796,2021,COMUNA 10,6969.35262031977
1,149,53129,2021-04-01,Departamento,64.0,56.0,2,1,3,0.0,No,45 años,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,1,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Versalles,U,-58.5275254801579,-34.6340532195665,2021,COMUNA 10,8962.78483655637
3904,273914,53154,2022-02-01,Departamento,80.0,65.0,2,2,3,0.0,0,1 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Floresta,U,-58.4729922439818,-34.634724154456,2022,COMUNA 10,14050.3057709837
828,53924,55766,2021-10-01,Departamento,43.0,38.0,1,1,2,0.0,No,0 años,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Villa Real,N,-58.5163564874295,-34.6197656326404,2021,COMUNA 10,10454.0289304797
1698,117912,52817,2022-03-01,Departamento,36.0,33.0,0,1,1,0.0,0,1 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Floresta,U,-58.4904753336466,-34.6363150914013,2022,COMUNA 10,5643.44856315226
1416,95503,53807,2021-05-01,Departamento,60.0,60.0,2,1,3,0.0,No,0 años,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Floresta,N,-58.4838348097166,-34.630985935805,2021,COMUNA 10,9489.87987727133
3507,248697,53806,2022-12-01,Departamento,43.0,43.0,1,1,2,,0.0,40.0,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,,0.0,,,,0.0,0.0,,Capital Federal,Capital Federal,Floresta,U,-58.4860160650327,-34.6309593749199,2022,COMUNA 10,6166.30509411864
1905,132061,54783,2022-07-01,Departamento,78.0,78.0,2,2,3,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Monte Castro,U,-58.5077305879849,-34.6252827044522,2022,COMUNA 10,11944.6126162952
2441,171099,52147,2021-07-01,Departamento,98.0,85.0,3,1,4,0.0,0,0 años,0,0,0,0,0,0,0,Sí,0,0,0,0,0,0,0,0,0,11,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Villa Luro,N,-58.5167174595992,-34.6395982432943,2021,COMUNA 10,15304.7767608658
2289,160698,51498,2021-08-01,Departamento,43.0,40.0,1,1,2,0.0,No,20 años,0,Sí,0,No,No,No,No,Sí,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Villa Luro,U,-58.497149118066,-34.6434468357812,2021,COMUNA 10,9954.32634791128
3021,213850,53479,2022-03-01,Departamento,36.0,36.0,1,1,2,0.0,No,22 años,0,No,0,No,Sí,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Floresta,U,-58.4816856155557,-34.6328154504471,2022,COMUNA 10,6207.79341946749
2246,156706,53140,2021-06-01,Departamento,39.0,35.0,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Villa Luro,S,-58.5035310784919,-34.6343514334353,2021,COMUNA 10,7619.22803035677
291,19728,51492,2021-07-01,Departamento,134.0,71.0,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Villa Luro,S,-58.5102384846616,-34.6432854064555,2021,COMUNA 10,16580.1748242713
266,18014,52480,2021-04-01,Departamento,27.0,25.0,0,1,1,0.0,0,5 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Villa Luro,U,-58.507958997514,-34.6379035034271,2021,COMUNA 10,5321.65349670535
2048,141788,56431,2022-06-01,Departamento,38.0,35.0,1,1,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Monte Castro,S,-58.5010249682622,-34.6163485233715,2022,COMUNA 10,7216.03909702836
469,30738,52148,2022-07-01,Departamento,70.0,61.0,2,1,3,,0,20,,,,,1,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Villa Luro,U,-58.5145360088242,-34.6396253590881,2022,COMUNA 10,10152.9207238509
3356,236717,54453,2022-08-01,Departamento,44.0,41.0,1,1,2,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,,0.0,,,,1.0,0.0,,Capital Federal,Capital Federal,Monte Castro,N,-58.5099443385812,-34.6270586912657,2022,COMUNA 10,9767.79069144082
1201,79619,56103,2021-10-01,Departamento,68.0,68.0,2,1,3,0.0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Monte Castro,S,-58.4988765284055,-34.6181783257847,2021,COMUNA 10,11150.9641925116
2974,210307,56431,2022-03-01,Departamento,40.0,40.0,1,1,1,0.0,No,4 años,0,0,0,0,0,0,Sí,0,0,0,0,0,0,Sí,0,0,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Monte Castro,U,-58.5010249682622,-34.6163485233715,2022,COMUNA 10,6772.13827578271
2117,147001,55446,2022-10-01,Departamento,140.0,100.0,4,3,6,,,0.0,,0.0,,0.0,,,,0.0,,,0.0,,,,,0.0,0.0,1,,,,,,0.0,,,Capital Federal,Capital Federal,Floresta,N,-58.4967603711652,-34.621811075888,2022,COMUNA 10,13596.690400122
1012,65484,55432,2021-09-01,Departamento,36.0,33.0,1,1,1,0.0,No,12 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Villa Real,U,-58.5272941407952,-34.6214325271446,2021,COMUNA 10,6732.39463151043
1487,100713,53156,2022-06-01,Departamento,60.0,48.0,2,2,3,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,1,,0,,,,0.0,0,,Capital Federal,Capital Federal,Floresta,N,-58.4686295077583,-34.6347767763922,2022,COMUNA 10,12828.5139502726
1586,108551,52485,2021-11-01,Departamento,40.0,40.0,1,1,2,0.0,0,15 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Villa Luro,U,-58.4970518924876,-34.6380379033753,2021,COMUNA 10,6799.3684108386
2958,209409,55784,2021-06-01,Departamento,55.0,55.0,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Floresta,S,-58.4770992681973,-34.6202473950366,2021,COMUNA 10,9721.08403873105
900,58384,55432,2021-08-01,Departamento,36.0,33.0,1,1,1,0.0,No,12 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Villa Real,U,-58.5272941407952,-34.6214325271446,2021,COMUNA 10,6968.0284435379
1478,100039,55113,2021-12-01,Departamento,30.0,30.0,1,1,2,0.0,0,0 años,0,No,0,No,0,0,0,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Monte Castro,N,-58.505516931677,-34.6235066744895,2021,COMUNA 10,5677.05776046259
473,30987,51492,2021-09-01,Departamento,48.0,52.0,1,1,2,0.0,0,5 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Villa Luro,U,-58.5102384846616,-34.6432854064555,2021,COMUNA 10,10098.5919472656
2758,194657,53152,2022-03-01,Departamento,63.0,63.0,2,1,3,0.0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Floresta,S,-58.4773549688775,-34.6346713765362,2022,COMUNA 10,12227.4718868299
2430,170627,57089,2021-08-01,Departamento,52.0,38.0,1,1,2,0.0,No,10 años,0,No,0,No,Sí,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Monte Castro,U,-58.5009600461647,-34.6127425593529,2021,COMUNA 10,9456.61003051572
39,3263,55440,2021-07-01,Departamento,55.0,55.0,3,1,4,0.0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Floresta,S,-58.509846342135,-34.6216497761049,2021,COMUNA 10,10203.1845072438
1529,104226,52816,2022-07-01,Departamento,50.0,45.0,1,1,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,Capital Federal,Capital Federal,Floresta,S,-58.4926567218753,-34.636288408193,2022,COMUNA 10,7465.38288518451
3631,257324,55452,2022-07-01,Departamento,76.0,60.0,2,1,3,,,9,,,,,1,,,1,,,,,,,,,0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Floresta,U,-58.4836742966501,-34.6219709725415,2022,COMUNA 10,13437.6891933321
1161,76984,52820,2022-09-01,Departamento,60.0,39.0,1,1,2,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Floresta,N,-58.4839311517831,-34.6363949070425,2022,COMUNA 10,9197.54302411993
1352,90903,54135,2021-05-01,Departamento,55.0,48.0,1,1,2,0.0,No,20 años,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Floresta,U,-58.4859839095583,-34.6291563851642,2021,COMUNA 10,7863.04332688196
1638,112527,52482,2022-11-01,Departamento,37.0,32.0,1,1,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Villa Luro,S,-58.5035961641725,-34.6379573804029,2022,COMUNA 10,8248.27392268929
3064,216459,51500,2022-05-01,Departamento,48.0,45.0,1,1,2,,,9,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Villa Luro,U,-58.4927859727886,-34.6435003335013,2022,COMUNA 10,7936.19979968045
2719,192108,52482,2021-08-01,Departamento,29.0,25.0,0,1,1,0.0,No,0 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Villa Luro,N,-58.5035961641725,-34.6379573804029,2021,COMUNA 10,5474.8794913512
961,62068,53469,2021-07-01,Departamento,40.0,35.0,1,1,2,0.0,No,8 años,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Villa Luro,U,-58.5034985399876,-34.6325484591104,2021,COMUNA 10,7142.22915507069
381,25138,51823,2022-06-01,Departamento,50.0,47.0,1,1,2,,0,6,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,,,,0.0,0,,Capital Federal,Capital Federal,Villa Luro,U,-58.5058427738919,-34.641536402537,2022,COMUNA 10,8819.60334081244
1838,127066,52150,2021-01-01,Departamento,38.0,36.0,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Villa Luro,S,-58.5101730985417,-34.6396794736738,2021,COMUNA 10,7281.02623593045
2271,159318,54792,2021-09-01,Departamento,50.0,47.0,2,1,3,0.0,No,50 años,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Floresta,U,-58.4881007181793,-34.6255238094361,2021,COMUNA 10,8415.49328938803
3706,262118,56433,2021-03-01,Departamento,23.0,23.0,0,1,1,0.0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Monte Castro,U,-58.4966632491728,-34.6164021233038,2021,COMUNA 10,6706.12366530619
3023,213977,52152,2022-07-01,Departamento,43.0,42.0,1,1,2,,0,40,,0,,0,1,0,0,0,,,0,,,,,0,0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Villa Luro,U,-58.5058101766436,-34.6397334322561,2022,COMUNA 10,5972.30630814761
2832,199430,56089,2022-12-01,Departamento,70.0,70.0,3,1,4,,0.0,40.0,,0.0,,0.0,0.0,0.0,0.0,1.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Villa Real,U,-58.529408937663,-34.6177992821251,2022,COMUNA 10,9529.74423636517
1271,84006,57088,2022-11-01,Departamento,110.0,103.0,3,1,4,,0.0,60.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,,0.0,,,,0.0,0.0,,Capital Federal,Capital Federal,Floresta,U,-58.5031408071462,-34.6127157045294,2022,COMUNA 10,10015.761191837
1568,107130,54454,2022-09-01,Departamento,49.0,44.0,0,1,1,,,2.0,,,,,1.0,1.0,,1.0,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Monte Castro,U,-58.5077632092225,-34.627085677417,2022,COMUNA 10,7226.6409475228
2654,186981,55766,2021-10-01,Departamento,43.0,38.0,1,1,2,0.0,No,0 años,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Villa Real,N,-58.5163564874295,-34.6197656326404,2021,COMUNA 10,10221.717176469
489,31801,54124,2021-01-01,Departamento,52.0,49.0,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Versalles,S,-58.5099770098671,-34.6288616618641,2021,COMUNA 10,10921.5393538957
3378,238599,53137,2021-12-01,Departamento,39.0,37.0,1,1,2,0.0,No,45 años,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Versalles,U,-58.5100750411403,-34.6342705702935,2021,COMUNA 10,7642.19313908425
3105,219588,52485,2022-07-01,Departamento,85.0,85.0,3,2,4,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,Capital Federal,Capital Federal,Villa Luro,U,-58.4970518924876,-34.6380379033753,2022,COMUNA 10,12691.1509048137
2692,189954,54785,2022-06-01,Departamento,42.0,42.0,1,1,2,,0,6,,,,,1,,,,,,,,,,,,0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Monte Castro,U,-58.5033684148711,-34.6253365562032,2022,COMUNA 10,8017.8212189204
546,36088,58087,2022-01-01,Departamento,33.0,33.0,1,1,2,0.0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Villa Luro,U,-58.47687567912,-34.6076263818376,2022,COMUNA 10,6304.57291907622
73,5424,52817,2022-01-01,Departamento,36.0,33.0,0,1,1,0.0,0,1 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Floresta,U,-58.4904753336466,-34.6363150914013,2022,COMUNA 10,6304.57291907622
1014,65615,55438,2021-07-01,Departamento,28.0,28.0,1,1,1,0.0,No,40 años,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Monte Castro,U,-58.5142083092919,-34.6215956977103,2021,COMUNA 10,5356.67186630302
1822,125871,52824,2021-09-01,Departamento,50.0,42.0,1,1,2,0.0,0,0 años,0,No,0,No,0,0,0,Sí,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Floresta,N,-58.4752055360407,-34.6365007819289,2021,COMUNA 10,8655.93595479912
2049,141804,54136,2021-01-01,Departamento,45.0,45.0,1,1,2,0.0,No,60 años,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Floresta,U,-58.4838027013995,-34.6291829442723,2021,COMUNA 10,6331.32716167866
440,28497,52482,2022-02-01,Departamento,45.0,45.0,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Villa Luro,S,-58.5035961641725,-34.6379573804029,2022,COMUNA 10,8028.7461548478
3566,252444,54783,2022-01-01,Departamento,42.0,40.0,1,1,2,0.0,No,10 años,0,0,0,0,0,Sí,0,Sí,0,0,0,0,0,Sí,0,0,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Monte Castro,U,-58.5077305879849,-34.6252827044522,2022,COMUNA 10,8826.40208670671
2459,172412,53477,2022-02-01,Departamento,32.0,32.0,1,1,1,0.0,No,45 años,0,Sí,0,0,Sí,0,0,0,0,0,0,0,0,Sí,0,0,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Floresta,U,-58.4860482233637,-34.6327623641155,2022,COMUNA 10,5419.40365452227
2274,159563,53129,2022-05-01,Departamento,45.0,42.0,1,1,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Floresta,S,-58.5275254801579,-34.6340532195665,2022,COMUNA 10,6754.21259547273
875,57301,52813,2021-05-01,Departamento,49.0,45.0,1,1,2,0.0,0,7 años,0,0,0,0,0,0,0,Sí,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Villa Luro,U,-58.4992008693254,-34.6362081245866,2021,COMUNA 10,9489.87987727133
2110,146462,52480,2022-12-01,Departamento,45.0,41.0,1,1,2,,,,,,,,1.0,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Villa Luro,U,-58.507958997514,-34.6379035034271,2022,COMUNA 10,6614.76364641818
1630,112157,59118,2022-08-01,Departamento,42.0,42.0,1,1,1,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,,0.0,,,,0.0,0.0,,Capital Federal,Capital Federal,Floresta,N,-58.3808347168876,-34.6033410934959,2022,COMUNA 10,6000.21428188507
848,55139,52153,2022-07-01,Departamento,36.0,34.0,0,1,1,,,30,,1,,,1,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Villa Luro,U,-58.5036287113493,-34.6397603530454,2022,COMUNA 10,8211.92117370296
3821,269787,55783,2022-12-01,Departamento,35.0,31.0,0,1,1,,0.0,0.0,,0.0,,0.0,1.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Floresta,N,-58.4792802491726,-34.6202209617351,2022,COMUNA 10,7623.79538909213
3659,258930,55116,2021-11-01,Departamento,32.0,32.0,1,1,2,0.0,No,50 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Floresta,U,-58.4989738004307,-34.623587271311,2021,COMUNA 10,5666.1403423655
2396,167794,53800,2022-04-01,Departamento,71.0,62.0,3,1,4,0.0,No,40 años,   0,Sí,   0,No,Sí,No,No,No,   0,   0,No,   0,   0,   0,   0,No,No,0,0.0,   0,0.0,0.0,0.0,0.0,   0,   0,Capital Federal,Capital Federal,Villa Luro,U,-58.4991035367951,-34.630799190832,2022,COMUNA 10,11535.350835895
615,40468,56106,2021-03-01,Departamento,45.0,45.0,1,1,2,0.0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Floresta,U,-58.4923337954491,-34.6182585556956,2021,COMUNA 10,7289.26485359369
104,7290,52489,2021-11-01,Departamento,55.0,38.0,1,1,1,0.0,No,4 años,No,Sí,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,No,Capital Federal,Capital Federal,Floresta,U,-58.4883261566282,-34.6381447213477,2021,COMUNA 10,7932.5964793117
