,Unnamed: 0.1,Unnamed: 0,id_grid,MesListing,TIPOPROPIEDAD,STotalM2,SConstrM2,Dormitorios,Banos,Ambientes,SitioOrigen,Amoblado,Antiguedad,Cisterna,AccesoInternet,BusinessCenter,Gimnasio,Laundry,Calefaccion,SalonDeUsosMul,AireAC,Recepcion,Estacionamiento,Jacuzzi,AreaJuegosInfantiles,Chimenea,Ascensor,SalonFiestas,Seguridad,Pileta,Cocheras,PistaJogging,EstacionamientoVisitas,Lobby,LocalesComerciales,SistContraIncendios,AreaParrillas,CanchaTennis,AreaCine,ITE_ADD_CITY_NAME,ITE_ADD_STATE_NAME,ITE_ADD_NEIGHBORHOOD_NAME,ITE_TIPO_PROD,LONGITUDE,LATITUDE,year,precio_por_m2,precio_pesos_constantes
509,1766,107498,86858,2022-08-01,Departamento,38.0,38.0,0,1,1,,0.0,15.0,,1.0,,1.0,0.0,0.0,0.0,1.0,,,0.0,,,,,0.0,1.0,1,,,,,,0.0,,,Pilar,Bs.As. G.B.A. Norte,,U,-58.8679771947256,-34.4435751037475,2022,220.3261058219734,8372.39202123499
903,2697,161179,87520,2022-04-01,Departamento,103.0,103.0,3,2,4,0.0,No,10.0,   0,Sí,   0,Sí,No,Sí,Sí,Sí,   0,   0,No,   0,   0,   0,   0,Sí,Sí,1,0.0,   0,0.0,0.0,0.0,0.0,   0,   0,Pilar,Bs.As. G.B.A. Norte,Pueyrredón,U,-58.8591934869091,-34.4401024034498,2022,269.8005251912651,27789.4540947003
158,239,13383,86234,2021-11-01,Departamento,38.0,37.0,1,1,1,0.0,No,20.0,No,No,No,Sí,Sí,No,Sí,Sí,Sí,No,Sí,No,No,Sí,No,Sí,Sí,1,0.0,No,0.0,0.0,0.0,0.0,No,0,Pilar,Bs.As. G.B.A. Norte,Pilar,U,-58.7940701079688,-34.4482888708022,2021,232.7711708215016,8612.53332039556
2064,1693,103379,90490,2021-08-01,Departamento,80.0,80.0,2,1,3,0.0,No,0.0,0,Sí,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,1,0.0,0,0.0,0.0,0.0,0.0,0,0,Pilar,Bs.As. G.B.A. Norte,,N,-58.8392549676366,-34.424174161022,2021,233.3045237791713,18664.3619023337
1705,362,20440,83574,2022-03-01,Departamento,56.0,35.0,1,1,1,0.0,Sí,6.0,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,Sí,No,Sí,Sí,1,0.0,Sí,0.0,0.0,0.0,0.0,No,0,Pilar,Bs.As. G.B.A. Norte,Campus Vista,U,-58.8553202125177,-34.4618009490171,2022,268.7356458643934,9405.74760525377
2181,1291,77931,92789,2021-12-01,Departamento,44.0,42.0,1,1,2,0.0,No,0.0,0,Sí,0,Sí,No,No,Sí,No,0,0,No,0,0,0,0,No,Sí,1,0.0,0,0.0,0.0,0.0,0.0,0,0,Pilar,Bs.As. G.B.A. Norte,Villa Rosa,N,-58.8476791859681,-34.4114239072168,2021,337.9201047894405,14192.6444011565
1202,2627,157250,88521,2022-07-01,Departamento,40.0,40.0,0,1,1,,0,0.0,,0,,1,0,0,0,0,,,0,,,,,1,1,1,,,,,,0.0,,,Pilar,Bs.As. G.B.A. Norte,,N,-58.8286131498872,-34.4351537239329,2022,242.6249437684965,9704.99775073986
1565,2069,125394,86858,2022-10-01,Departamento,47.0,47.0,1,1,2,,,21.0,,,,1.0,,,,,,,,,,,,,1.0,0,,,,,,0.0,,,Pilar,Bs.As. G.B.A. Norte,,U,-58.8679771947256,-34.4435751037475,2022,197.2440580288488,9270.47072735589
375,2595,155049,87568,2022-09-01,Departamento,116.0,88.0,2,2,3,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,1,,0.0,,,,0.0,0.0,,Pilar,Bs.As. G.B.A. Norte,Pilar,N,-58.7547478706987,-34.4416463312409,2022,298.53323865357726,26270.9250015148
100,2501,149610,87568,2022-12-01,Departamento,191.0,88.0,2,2,3,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,,1.0,0.0,1.0,1,,0.0,,,,0.0,0.0,,Pilar,Bs.As. G.B.A. Norte,Pilar,N,-58.7547478706987,-34.4416463312409,2022,325.94974064813067,28683.5771770355
